150909 200727.246|CONFIG|Thread-5|setFileHandlers|Now logging to C:\Users\John\Dropbox\UVA\ICPC\pc2-9.2.4-2837\pc2-9.2.4\bin\logs directory.
150909 215423.329|INFO|Thread-28|testRun|test run for B: Component Testing Java file: C:\Users\John\Dropbox\UVA\ICPC\practice\icpc1\src\ProblemB.java
150909 215423.334|DEBUG|Thread-28|compileProgram|before substitution: javac {:mainfile}
150909 215423.335|DEBUG|Thread-28|compileProgram|after  substitution: javac ProblemB.java
150909 215423.349|CONFIG|Thread-28|runProgram|executing: 'javac ProblemB.java'
150909 215423.350|CONFIG|Thread-28|runProgram|Note: exec failed in RunProgram Cannot run program "javac" (in directory "executesite1team36"): CreateProcess error=2, The system cannot find the file specified
150909 215426.923|INFO|AWT-EventQueue-0|testOrSubmitRun|submitRun for B: Component Testing Java file: C:\Users\John\Dropbox\UVA\ICPC\practice\icpc1\src\ProblemB.java
150909 215426.924|INFO|AWT-EventQueue-0|sendToLocalServer|Sending packet to server Packet[RUN_SUBMISSION] #3 TEAM36 @ site 1 -> SERVER0 @ site 1
150909 215426.924|INFO|AWT-EventQueue-0|sendToLocalServer|Sent    packet to server Packet[RUN_SUBMISSION] #3 TEAM36 @ site 1 -> SERVER0 @ site 1
150909 215426.955|INFO|Thread-31|info| receiveObject(S) start got Packet[RUN_SUBMISSION_CONFIRM] #1469 SERVER0 @ site 1 -> TEAM36 @ site 1
150909 215426.955|INFO|Thread-31|dumpPacket|Packet RUN_SUBMISSION_CONFIRM (Seq #1469 ) recieveObject
150909 215426.955|INFO|Thread-31|dumpPacket|  From: SERVER0 @ site 1 (libra @ 127.0.1.1) (Contest Id: Default--1818480425291956127)
150909 215426.955|INFO|Thread-31|dumpPacket|    To: TEAM36 @ site 1
150909 215426.956|INFO|Thread-31|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 117 QUEUED_FOR_COMPUTER_JUDGEMENT6490197 ms from TEAM36 @ site 1 id Run-1350749996737227813
150909 215426.956|INFO|Thread-31|info|handlePacket start Packet[RUN_SUBMISSION_CONFIRM] #1469 SERVER0 @ site 1 -> TEAM36 @ site 1
150909 215426.956|INFO|Thread-31|dumpPacket|Packet RUN_SUBMISSION_CONFIRM (Seq #1469 ) handlePacket
150909 215426.956|INFO|Thread-31|dumpPacket|  From: SERVER0 @ site 1 (libra @ 127.0.1.1) (Contest Id: Default--1818480425291956127)
150909 215426.956|INFO|Thread-31|dumpPacket|    To: TEAM36 @ site 1
150909 215426.956|INFO|Thread-31|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 117 QUEUED_FOR_COMPUTER_JUDGEMENT6490197 ms from TEAM36 @ site 1 id Run-1350749996737227813
150909 215430.126|INFO|Thread-31|info| receiveObject(S) end   got Packet[RUN_SUBMISSION_CONFIRM] #1469 SERVER0 @ site 1 -> TEAM36 @ site 1
150909 215827.486|INFO|Thread-32|info| receiveObject(S) start got Packet[RUN_JUDGEMENT] #1538 SERVER0 @ site 1 -> TEAM36 @ site 1
150909 215827.487|INFO|Thread-32|dumpPacket|Packet RUN_JUDGEMENT (Seq #1538 ) recieveObject
150909 215827.487|INFO|Thread-32|dumpPacket|  From: SERVER0 @ site 1 (libra @ 127.0.1.1) (Contest Id: Default--1818480425291956127)
150909 215827.488|INFO|Thread-32|dumpPacket|    To: TEAM36 @ site 1
150909 215827.488|INFO|Thread-32|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId SERVER0 @ site 1
150909 215827.489|INFO|Thread-32|dumpPacket|   key: JUDGEMENT_RECORD is: edu.csus.ecs.pc2.core.model.JudgementRecord No by ADMINISTRATOR3 @ site 1 judgement No - Time-limit Exceeded--7215321311261324777 id JudgementRecord-8557940467469312693
150909 215827.489|INFO|Thread-32|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 117 JUDGED6490197 ms from TEAM36 @ site 1 id Run-1350749996737227813
150909 215827.490|INFO|Thread-32|info|handlePacket start Packet[RUN_JUDGEMENT] #1538 SERVER0 @ site 1 -> TEAM36 @ site 1
150909 215827.491|INFO|Thread-32|dumpPacket|Packet RUN_JUDGEMENT (Seq #1538 ) handlePacket
150909 215827.491|INFO|Thread-32|dumpPacket|  From: SERVER0 @ site 1 (libra @ 127.0.1.1) (Contest Id: Default--1818480425291956127)
150909 215827.491|INFO|Thread-32|dumpPacket|    To: TEAM36 @ site 1
150909 215827.492|INFO|Thread-32|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId SERVER0 @ site 1
150909 215827.492|INFO|Thread-32|dumpPacket|   key: JUDGEMENT_RECORD is: edu.csus.ecs.pc2.core.model.JudgementRecord No by ADMINISTRATOR3 @ site 1 judgement No - Time-limit Exceeded--7215321311261324777 id JudgementRecord-8557940467469312693
150909 215827.493|INFO|Thread-32|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 117 JUDGED6490197 ms from TEAM36 @ site 1 id Run-1350749996737227813
150909 215926.719|INFO|Thread-32|info| receiveObject(S) end   got Packet[RUN_JUDGEMENT] #1538 SERVER0 @ site 1 -> TEAM36 @ site 1
150909 220249.818|INFO|AWT-EventQueue-0|testOrSubmitRun|submitRun for B: Component Testing Java file: C:\Users\John\Dropbox\UVA\ICPC\practice\icpc1\src\ProblemB.java
150909 220249.819|INFO|AWT-EventQueue-0|sendToLocalServer|Sending packet to server Packet[RUN_SUBMISSION] #4 TEAM36 @ site 1 -> SERVER0 @ site 1
150909 220249.819|INFO|AWT-EventQueue-0|sendToLocalServer|Sent    packet to server Packet[RUN_SUBMISSION] #4 TEAM36 @ site 1 -> SERVER0 @ site 1
150909 220249.854|INFO|Thread-34|info| receiveObject(S) start got Packet[RUN_SUBMISSION_CONFIRM] #1666 SERVER0 @ site 1 -> TEAM36 @ site 1
150909 220249.854|INFO|Thread-34|dumpPacket|Packet RUN_SUBMISSION_CONFIRM (Seq #1666 ) recieveObject
150909 220249.854|INFO|Thread-34|dumpPacket|  From: SERVER0 @ site 1 (libra @ 127.0.1.1) (Contest Id: Default--1818480425291956127)
150909 220249.854|INFO|Thread-34|dumpPacket|    To: TEAM36 @ site 1
150909 220249.854|INFO|Thread-34|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 138 QUEUED_FOR_COMPUTER_JUDGEMENT6993099 ms from TEAM36 @ site 1 id Run-1435241350496999951
150909 220249.855|INFO|Thread-34|info|handlePacket start Packet[RUN_SUBMISSION_CONFIRM] #1666 SERVER0 @ site 1 -> TEAM36 @ site 1
150909 220249.855|INFO|Thread-34|dumpPacket|Packet RUN_SUBMISSION_CONFIRM (Seq #1666 ) handlePacket
150909 220249.855|INFO|Thread-34|dumpPacket|  From: SERVER0 @ site 1 (libra @ 127.0.1.1) (Contest Id: Default--1818480425291956127)
150909 220249.855|INFO|Thread-34|dumpPacket|    To: TEAM36 @ site 1
150909 220249.855|INFO|Thread-34|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 138 QUEUED_FOR_COMPUTER_JUDGEMENT6993099 ms from TEAM36 @ site 1 id Run-1435241350496999951
150909 220258.517|INFO|Thread-34|info| receiveObject(S) end   got Packet[RUN_SUBMISSION_CONFIRM] #1666 SERVER0 @ site 1 -> TEAM36 @ site 1
150909 220624.156|INFO|Thread-35|info| receiveObject(S) start got Packet[CLOCK_STOPPED] #1774 SERVER0 @ site 1 -> SERVER0 @ site 0
150909 220624.156|INFO|Thread-35|dumpPacket|Packet CLOCK_STOPPED (Seq #1774 ) recieveObject
150909 220624.157|INFO|Thread-35|dumpPacket|  From: SERVER0 @ site 1 (libra @ 127.0.1.1) (Contest Id: Default--1818480425291956127)
150909 220624.158|INFO|Thread-35|dumpPacket|    To: SERVER0 @ site 0
150909 220624.158|INFO|Thread-35|dumpPacket|   key: SITE_NUMBER is: java.lang.Integer 1
150909 220624.159|INFO|Thread-35|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId ADMINISTRATOR2 @ site 1
150909 220624.159|INFO|Thread-35|info|handlePacket start Packet[CLOCK_STOPPED] #1774 SERVER0 @ site 1 -> SERVER0 @ site 0
150909 220624.160|INFO|Thread-35|dumpPacket|Packet CLOCK_STOPPED (Seq #1774 ) handlePacket
150909 220624.160|INFO|Thread-35|dumpPacket|  From: SERVER0 @ site 1 (libra @ 127.0.1.1) (Contest Id: Default--1818480425291956127)
150909 220624.161|INFO|Thread-35|dumpPacket|    To: SERVER0 @ site 0
150909 220624.161|INFO|Thread-35|dumpPacket|   key: SITE_NUMBER is: java.lang.Integer 1
150909 220624.161|INFO|Thread-35|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId ADMINISTRATOR2 @ site 1
150909 220624.163|INFO|Thread-35|contestStopped|debug ContestTime site 1 STOPPED 2:00:07
150909 220624.164|INFO|Thread-35|info|Clock for site 1 stopped by ADMINISTRATOR2 @ site 1 elapsed 2:00:07
150909 220624.165|INFO|Thread-35|info| receiveObject(S) end   got Packet[CLOCK_STOPPED] #1774 SERVER0 @ site 1 -> SERVER0 @ site 0
150909 221212.228|INFO|Thread-36|info| receiveObject(S) start got Packet[RUN_JUDGEMENT] #1801 SERVER0 @ site 1 -> TEAM36 @ site 1
150909 221212.229|INFO|Thread-36|dumpPacket|Packet RUN_JUDGEMENT (Seq #1801 ) recieveObject
150909 221212.230|INFO|Thread-36|dumpPacket|  From: SERVER0 @ site 1 (libra @ 127.0.1.1) (Contest Id: Default--1818480425291956127)
150909 221212.230|INFO|Thread-36|dumpPacket|    To: TEAM36 @ site 1
150909 221212.231|INFO|Thread-36|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId SERVER0 @ site 1
150909 221212.231|INFO|Thread-36|dumpPacket|   key: JUDGEMENT_RECORD is: edu.csus.ecs.pc2.core.model.JudgementRecord No by ADMINISTRATOR3 @ site 1 judgement No - Run-time Error--1914789495567731324 id JudgementRecord-3371727452291220642
150909 221212.232|INFO|Thread-36|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 138 JUDGED6993099 ms from TEAM36 @ site 1 id Run-1435241350496999951
150909 221212.232|INFO|Thread-36|info|handlePacket start Packet[RUN_JUDGEMENT] #1801 SERVER0 @ site 1 -> TEAM36 @ site 1
150909 221212.233|INFO|Thread-36|dumpPacket|Packet RUN_JUDGEMENT (Seq #1801 ) handlePacket
150909 221212.233|INFO|Thread-36|dumpPacket|  From: SERVER0 @ site 1 (libra @ 127.0.1.1) (Contest Id: Default--1818480425291956127)
150909 221212.234|INFO|Thread-36|dumpPacket|    To: TEAM36 @ site 1
150909 221212.234|INFO|Thread-36|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId SERVER0 @ site 1
150909 221212.235|INFO|Thread-36|dumpPacket|   key: JUDGEMENT_RECORD is: edu.csus.ecs.pc2.core.model.JudgementRecord No by ADMINISTRATOR3 @ site 1 judgement No - Run-time Error--1914789495567731324 id JudgementRecord-3371727452291220642
150909 221212.235|INFO|Thread-36|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 138 JUDGED6993099 ms from TEAM36 @ site 1 id Run-1435241350496999951
150909 221229.393|INFO|Thread-36|info| receiveObject(S) end   got Packet[RUN_JUDGEMENT] #1801 SERVER0 @ site 1 -> TEAM36 @ site 1
150909 223614.296|INFO|Thread-1|info|connectionDropped: shutting down TEAM36 @ site 1
